Trade_ID,User,Pair,Amount
TR_52,0x0011489F,SUSHI:USD,-228.6148248
TR_53,0x00149B04,ETH:USD,0.7532694642
TR_54,0x001220FE,DVF:USD,-578.3384303
TR_55,0x0012D90B,DVF:ETH,2206.818925
TR_56,0x00153CF6,DOGE:USD,895.5832895
TR_57,0x001A2231,DVF:USD,697.2406901
TR_58,0x0016DD90,BTC:USD,-0.1384538791
TR_59,0x001BAC1F,DVF:ETH,437.3623602
TR_60,0x001C2B1F,ETH:USD,-0.8631577802
TR_61,0x001CC68E,SUSHI:USD,208.6704226
TR_62,0x001222BE,DVF:USD,216.6438917
TR_63,0x000F4F28,DVF:USD,-1661.433624
TR_64,0x0011311D,DOGE:USD,-903.1393526
TR_65,0x0018D332,DVF:USD,509.3343641
TR_66,0x0010A4ED,ETH:USD,0.7189605985
TR_67,0x00141C8E,BTC:USD,-0.07171947312
TR_68,0x0011F156,ETH:BTC,1.209236503
TR_69,0x001720B6,ETH:BTC,1.294987667
TR_70,0x001BDC15,ETH:BTC,0.9630207776
TR_71,0x00169B31,DVF:USD,2324.723207
TR_72,0x001676D5,DVF:USD,765.0734894
TR_73,0x0019804A,SUSHI:USD,193.0838285
TR_74,0x000FB03C,DVF:USD,426.1776054
TR_75,0x000F9FFC,ETH:BTC,-1.226384593
TR_76,0x0018ACF9,DVF:USD,830.3368936
TR_77,0x00170235,ETH:USD,0.8365899999
TR_78,0x001D915D,DOGE:USD,-999.3537517
TR_79,0x00101B56,DVF:USD,2091.371467
TR_80,0x0016DD90,ETH:USD,-1.041868074
TR_81,0x001DBE6C,BTC:USD,0.02584095076
TR_82,0x0012B5BA,SUSHI:USD,-240.2962687
TR_83,0x0018AF39,DVF:USD,-2005.217732
TR_84,0x001DA6A1,ETH:BTC,0.466538533
TR_85,0x00169A97,SUSHI:USD,996.0577717
TR_86,0x00162101,ETH:USD,-0.6532648658
TR_87,0x000FB188,SUSHI:USD,-216.5623527
TR_88,0x0015C114,ETH:USD,2.842209714
TR_89,0x00149DC1,BTC:USD,0.06123605667
TR_90,0x0017DA61,DVF:USD,196.1390911
TR_91,0x0011D5A5,SUSHI:USD,-1001.087267
TR_92,0x000F615C,DVF:USD,558.8409679
TR_93,0x001041A4,SUSHI:USD,-190.908185
TR_94,0x00145CD5,BTC:USD,0.07532079922
TR_95,0x00104F18,DVF:ETH,-173.0988216
TR_96,0x001AA34B,DVF:USD,530.6671803
TR_97,0x000FB03C,ETH:BTC,-1.283242251
TR_98,0x001CC59F,DVF:USD,489.5230573
TR_99,0x00185F73,DOGE:USD,812.5126431
TR_100,0x001C0F74,DVF:USD,2076.363319
TR_101,0x00103197,DVF:USD,-439.9215892
TR_102,0x001054C1,ETH:BTC,1.048590694
TR_103,0x0019895F,ETH:USD,0.8837456515
TR_104,0x001B7F89,DVF:ETH,-2203.877041
TR_105,0x0019A6D9,DOGE:USD,-1041.106849
TR_106,0x00141478,ETH:BTC,1.986287112
TR_107,0x00110910,DVF:USD,-682.9225628
TR_108,0x000F7161,DOGE:USD,379.0067677
TR_109,0x00149C7B,DOGE:USD,-393.470831
TR_110,0x001C9C29,DOGE:USD,3320.87092
TR_111,0x0019A624,DOGE:USD,2930.962525
TR_112,0x0013DCF2,ETH:USD,0.7196930243
TR_113,0x00193670,SUSHI:USD,1045.267728
TR_114,0x001216D9,DVF:USD,465.7686419
TR_115,0x0011E17C,BTC:USD,-0.1250771931
TR_116,0x000F80E9,DVF:USD,419.0568058
TR_117,0x0018743F,DVF:USD,-461.8528345
TR_118,0x001284AC,DVF:USD,886.5837831
TR_119,0x001A89C0,BTC:USD,0.1327275467
TR_120,0x001CD98B,ETH:USD,1.013127491
TR_121,0x001B8D83,DVF:ETH,554.9691381
TR_122,0x0019F392,ETH:BTC,0.5094646986
TR_123,0x001D1683,SUSHI:USD,-333.7707117
TR_124,0x00169A97,DVF:ETH,1961.549867
TR_125,0x00152F05,ETH:USD,0.8860265963
TR_126,0x00197D3F,SUSHI:USD,350.7801175
TR_127,0x00109FE8,SUSHI:USD,208.6013645
TR_128,0x0012422D,ETH:BTC,5.029411598
TR_129,0x00126EE0,ETH:BTC,4.643150323
TR_130,0x001691C6,ETH:BTC,-4.588106388
TR_131,0x001E61D6,DVF:USD,-774.8804719
TR_132,0x001BE961,DVF:ETH,457.6036042
TR_133,0x0010372A,SUSHI:USD,203.2918827
TR_134,0x000F615C,ETH:BTC,-1.327630096
TR_135,0x001E0FAC,SUSHI:USD,92.43597824
TR_136,0x00178C93,ETH:USD,0.8023951434
TR_137,0x0013FEA5,DVF:USD,-428.0430659
TR_138,0x001D969D,ETH:BTC,-1.010994324
TR_139,0x001337BD,SUSHI:USD,257.0814835
TR_140,0x001135F2,DVF:USD,-771.5263988
TR_141,0x00152F05,DVF:USD,476.0898693
TR_142,0x001D288A,BTC:USD,0.07962572137
TR_143,0x0011E856,DVF:USD,2308.538931
TR_144,0x00164BB2,DVF:USD,548.102984
TR_145,0x001B5D5D,DVF:ETH,926.8631965
TR_146,0x001691C6,DVF:ETH,1882.935518
TR_147,0x00150A84,DVF:USD,1657.43386
TR_148,0x00159955,DOGE:USD,1557.489326
TR_149,0x001AFF50,ETH:USD,-0.3078739938
TR_150,0x001DBA01,BTC:USD,0.324528465
TR_151,0x0017C657,DVF:USD,-539.8109369
TR_152,0x001CCF65,BTC:USD,-0.2861450577
TR_153,0x0017D027,DOGE:USD,1418.649684
TR_154,0x001E1BD4,BTC:USD,-0.07263239546
TR_155,0x001E0F28,DVF:USD,-795.0668206
TR_156,0x00110910,DVF:USD,-802.3373498
TR_157,0x001E1BD4,DOGE:USD,961.2451133
TR_158,0x001B4199,ETH:USD,0.8558031697
TR_159,0x0011E2DD,DVF:USD,-531.0659116
TR_160,0x001A945A,ETH:BTC,1.189035143
TR_161,0x0015190F,DVF:USD,443.297215
TR_162,0x00118289,DVF:USD,414.0531698
TR_163,0x001C41AA,BTC:USD,0.3261136471
TR_164,0x001CBD3E,BTC:USD,-0.1006233946
TR_165,0x00104AB1,ETH:BTC,-1.14048168
TR_166,0x0019304E,DVF:USD,-814.5604641
TR_167,0x001D969D,DOGE:USD,989.3152747
TR_168,0x0016F92B,ETH:USD,2.991760283
TR_169,0x00194D52,DVF:USD,1912.456036
TR_170,0x00185608,DVF:USD,460.663393
TR_171,0x001A33E3,ETH:USD,-2.611159239
TR_172,0x00159BAC,BTC:USD,-0.07926668311
TR_173,0x001D3C28,ETH:BTC,1.916469296
TR_174,0x001BB570,DOGE:USD,3905.049222
TR_175,0x0011F280,SUSHI:USD,243.267692
TR_176,0x00190B4A,ETH:USD,-0.7978797154
TR_177,0x001A5B3E,DOGE:USD,897.3182242
TR_178,0x001AA9D9,SUSHI:USD,365.0793562
TR_179,0x001D3971,SUSHI:USD,-218.8938065
TR_180,0x001DC640,DOGE:USD,729.631076
TR_181,0x001D3C28,DVF:USD,720.8325035
TR_182,0x001A89C0,ETH:USD,1.242856953
TR_183,0x0018800F,DVF:ETH,1705.687534
TR_184,0x001993AC,BTC:USD,0.1148255449
TR_185,0x00119619,ETH:USD,0.8414009047
TR_186,0x0015E097,ETH:BTC,-1.187924656
TR_187,0x001C6AEA,ETH:BTC,1.196491957
TR_188,0x00153422,DOGE:USD,-753.3020284
TR_189,0x001881DA,SUSHI:USD,195.4675038
TR_190,0x001C5300,DOGE:USD,-1325.872494
TR_191,0x001C10FB,DVF:USD,410.5608536
TR_192,0x00146917,SUSHI:USD,-216.2083299
TR_193,0x001D8870,ETH:BTC,1.190883734
TR_194,0x001A6A0E,SUSHI:USD,256.5684145
TR_195,0x00122280,DVF:USD,560.1212662
TR_196,0x00140193,BTC:USD,0.0676909043
TR_197,0x00193D0B,DVF:ETH,185.8883653
TR_198,0x0019DEE3,BTC:USD,0.2904317671
TR_199,0x0016EEBA,DVF:USD,-431.0757713
TR_200,0x0019869A,DVF:USD,725.5675599
TR_201,0x00158C33,ETH:USD,0.716050674
TR_202,0x0014C9AB,DVF:USD,-537.6456095
TR_203,0x001DD8B3,DVF:USD,409.1432379
TR_204,0x001938EB,DVF:USD,546.9316419
TR_205,0x001186B7,DOGE:USD,-1276.819423
TR_206,0x0011E69A,ETH:USD,0.6509878522
TR_207,0x0015683B,BTC:USD,0.08233676848
TR_208,0x001AED52,ETH:USD,1.294190926
TR_209,0x0012BB18,ETH:BTC,0.4859854111
TR_210,0x0019F392,SUSHI:USD,-96.24491833
TR_211,0x0019895F,ETH:BTC,-1.042990669
TR_212,0x00134C5C,ETH:USD,-2.615788489
TR_213,0x0016FC7F,DVF:USD,496.7999976
TR_214,0x001831B3,DVF:USD,-2031.301267
TR_215,0x001A6299,DVF:USD,1787.353709
TR_216,0x0019492F,DVF:USD,2194.629995
TR_217,0x0015CFED,ETH:USD,-0.7977299911
TR_218,0x00139FB3,ETH:BTC,4.023477199
TR_219,0x00100C34,DVF:USD,1697.886746
TR_220,0x00185C4F,DVF:USD,-549.6901532
TR_221,0x0015CFED,DOGE:USD,-1018.763988
TR_222,0x0015C114,BTC:USD,0.3260980771
TR_223,0x001937B4,DOGE:USD,1278.499892
TR_224,0x00193D0B,ETH:USD,0.2680164195
TR_225,0x001DBA54,ETH:USD,-0.8777917714
TR_226,0x001D3C28,DVF:USD,871.0173478
TR_227,0x001DA9B6,DVF:ETH,424.4851035
TR_228,0x001285BB,DOGE:USD,873.410775
TR_229,0x001129D5,BTC:USD,0.1314623127
TR_230,0x001401BE,ETH:USD,0.279640595
TR_231,0x0015011E,DVF:ETH,731.6912092
TR_232,0x00101DD2,DVF:USD,437.9743296
TR_233,0x00119ACE,SUSHI:USD,-262.2051543
TR_234,0x001D1683,DVF:ETH,-750.5396007
TR_235,0x00169E7F,BTC:USD,0.02647207879
TR_236,0x001216D9,DVF:USD,414.0584429
TR_237,0x001C5E82,SUSHI:USD,212.1915308
TR_238,0x00193486,DVF:USD,-486.9415116
TR_239,0x0018800F,DVF:USD,1773.979557
TR_240,0x0013E90D,ETH:BTC,-1.311413153
TR_241,0x00149B04,DVF:USD,-469.2440796
TR_242,0x0014548F,DVF:USD,-458.1319913
TR_243,0x00144719,DVF:USD,-2218.160241
TR_244,0x0019A6D9,ETH:USD,-0.650839181
TR_245,0x0015683B,DVF:USD,535.3055402
TR_246,0x0016CAE1,DOGE:USD,829.2626834
TR_247,0x001E21F0,ETH:USD,0.8600714107
TR_248,0x00139B2E,DVF:ETH,524.0481799
TR_249,0x001BDA9D,DVF:USD,578.0871117
TR_250,0x001C65D0,ETH:USD,0.8586534553
TR_251,0x001CBF8D,SUSHI:USD,-234.0127942
TR_252,0x001D9D34,BTC:USD,-0.08058240459
TR_253,0x001E21F0,DVF:ETH,-414.3707407
TR_254,0x00120C53,DVF:USD,460.5034008
TR_255,0x001081E9,DVF:ETH,539.3400431
TR_256,0x001A0125,ETH:BTC,1.82782688
TR_257,0x00131FC7,ETH:USD,0.7878003855
TR_258,0x000F43E3,DVF:USD,-2197.195808
TR_259,0x001A6299,DVF:ETH,2068.56257
TR_260,0x001B41E0,DVF:ETH,-1764.290473
TR_261,0x0011B4E7,DVF:USD,897.7534301
TR_262,0x001896FE,DVF:USD,2166.557341
TR_263,0x0019AD6E,ETH:BTC,-1.147201839
TR_264,0x00105702,ETH:USD,-0.854719696
TR_265,0x001D8870,DVF:USD,567.8196869
TR_266,0x00108A25,DVF:ETH,-536.0385921
TR_267,0x00192E80,DVF:USD,-501.9031803
TR_268,0x001DF26F,ETH:USD,0.6830014003
TR_269,0x001134BB,DVF:USD,548.7623626
TR_270,0x001676D5,ETH:BTC,1.84270105
TR_271,0x001D90D1,DOGE:USD,3326.157718
TR_272,0x001401BE,DOGE:USD,301.9184488
TR_273,0x0011ED4F,DOGE:USD,1318.665273
TR_274,0x001705C9,ETH:USD,0.8776525507
TR_275,0x001E7183,BTC:USD,0.1088838142
TR_276,0x0019A7CA,BTC:USD,-0.02555702508
TR_277,0x00195788,BTC:USD,0.03143522281
TR_278,0x001A6299,ETH:USD,-2.524078634
TR_279,0x00153422,SUSHI:USD,-207.701575
TR_280,0x0017C218,SUSHI:USD,409.8499292
TR_281,0x0017E193,DVF:USD,2252.642308
TR_282,0x001B52AD,DVF:USD,415.0723468
TR_283,0x001CC8FB,DVF:USD,-178.8674851
TR_284,0x000FA6DB,DVF:USD,2063.639339
TR_285,0x001611C8,ETH:USD,-0.7537826686
TR_286,0x001C5300,SUSHI:USD,-365.3279684
TR_287,0x001211B0,DVF:USD,-1995.405117
TR_288,0x0018189C,DVF:USD,906.959766
TR_289,0x00138C92,SUSHI:USD,-221.6560153
TR_290,0x001C7942,DOGE:USD,413.8580652
TR_291,0x00193670,DOGE:USD,-3535.114284
TR_292,0x001BE961,ETH:USD,0.724243703
TR_293,0x001C1952,BTC:USD,-0.02844950028
TR_294,0x0019304E,DVF:USD,-675.6111108
TR_295,0x0011D94B,BTC:USD,0.3014102158
TR_296,0x0015A576,ETH:USD,0.6452823761
TR_297,0x00176305,ETH:BTC,1.813857892
TR_298,0x0019DEE3,DVF:USD,-2189.956469
TR_299,0x00117C65,DVF:ETH,183.3562373
TR_300,0x00144719,ETH:USD,2.694176968
TR_301,0x00146487,ETH:USD,0.6543715866
TR_302,0x0012697E,SUSHI:USD,-850.1201659
TR_303,0x0013AB48,ETH:BTC,-0.9623813301
TR_304,0x0019B798,ETH:USD,1.034941052
TR_305,0x0017BC6C,DVF:ETH,702.6518928
TR_306,0x00126773,DVF:USD,-567.7582437
TR_307,0x001BBCFB,DVF:USD,-196.5067455
TR_308,0x00133D4A,DVF:ETH,-2301.446416
TR_309,0x0012697E,DOGE:USD,3501.530823
TR_310,0x0017924E,BTC:USD,-0.1042429361
TR_311,0x001D65DD,DVF:USD,430.6363425
TR_312,0x00195788,DVF:USD,213.8283216
TR_313,0x0018189C,BTC:USD,0.1232620991
TR_314,0x001965A3,DOGE:USD,750.5229377
TR_315,0x00139B2E,DVF:ETH,-474.866195
TR_316,0x001614CA,ETH:BTC,1.14832686
TR_317,0x00147231,ETH:BTC,-1.756700764
TR_318,0x001D8870,SUSHI:USD,205.2086206
TR_319,0x001DA6A1,BTC:USD,0.03406244115
TR_320,0x00107822,ETH:USD,-0.7312576298
TR_321,0x001277FA,SUSHI:USD,242.3691129
TR_322,0x001BAC1F,DVF:USD,531.6612916
TR_323,0x00101DD2,DVF:USD,509.1006454
TR_324,0x001BE961,DVF:USD,554.4321748
TR_325,0x001CC68E,DVF:USD,414.3679816
TR_326,0x001310BE,DVF:USD,-760.2995143
TR_327,0x001938EB,SUSHI:USD,231.1733469
TR_328,0x000F64CE,SUSHI:USD,204.406532
TR_329,0x0013E90D,DVF:ETH,-510.5012846
TR_330,0x0014DE00,DOGE:USD,1308.011839
TR_331,0x0011489F,DVF:USD,-418.5783765
TR_332,0x00142A45,BTC:USD,0.1128453225
TR_333,0x0011ED4F,SUSHI:USD,-340.5734338
TR_334,0x00178CEB,DOGE:USD,974.4727135
TR_335,0x001622DC,BTC:USD,-0.08237469687
TR_336,0x00103197,DVF:ETH,518.2952359
TR_337,0x001DA6A1,DVF:ETH,-202.4876976
TR_338,0x00163E1B,DOGE:USD,381.2434388
TR_339,0x0011AE69,DOGE:USD,-1334.757741
TR_340,0x001CC8FB,DVF:USD,-211.3670648
TR_341,0x0010813F,DVF:USD,-846.0015976
TR_342,0x001205A7,ETH:BTC,2.123465568
TR_343,0x0010372A,BTC:USD,-0.07864352207
TR_344,0x001B6B0E,DVF:USD,-472.4200222
TR_345,0x001878D7,DVF:USD,498.8861906
TR_346,0x001B5B5C,DVF:USD,225.8832052
TR_347,0x00185883,ETH:USD,-3.470747145
TR_348,0x001982E6,DVF:ETH,1880.844499
TR_349,0x0016F2F3,SUSHI:USD,-78.5143747
TR_350,0x001216B7,ETH:USD,3.425400832
TR_351,0x00194A5C,BTC:USD,-0.08361016996
TR_352,0x0010B0C4,ETH:BTC,5.345180105
TR_353,0x000FACCA,ETH:USD,-0.6397456278
TR_354,0x00139196,DVF:USD,-484.3420856
TR_355,0x00101700,DVF:USD,529.6639529
TR_356,0x001BF4F5,DVF:USD,-917.4218912
TR_357,0x0017FBE0,ETH:BTC,-1.14757048
TR_358,0x001681CF,DVF:USD,474.9795097
TR_359,0x00133894,DVF:USD,747.2204129
TR_360,0x001268D8,ETH:USD,0.8692732579
TR_361,0x001CC59F,DVF:ETH,557.1523498
TR_362,0x001D9F55,DVF:USD,-1807.119966
TR_363,0x0015E097,DVF:USD,562.1863573
TR_364,0x00111624,ETH:USD,-2.816925224
TR_365,0x0016B1AA,DVF:ETH,-463.8340608
TR_366,0x00179E07,BTC:USD,-0.2654273879
TR_367,0x00144719,DVF:USD,-1998.281677
TR_368,0x00180102,ETH:USD,-3.314859551
TR_369,0x00164BB2,ETH:USD,0.8866231957
TR_370,0x0014B6DF,DVF:ETH,503.6148464
TR_371,0x0017DA51,ETH:BTC,1.174446477
TR_372,0x0015815E,BTC:USD,-0.06293161716
TR_373,0x00142A45,ETH:USD,-1.164655009
TR_374,0x001D8A87,BTC:USD,-0.061378176
TR_375,0x00185000,DVF:USD,2088.35078
TR_376,0x00178F13,DOGE:USD,861.1020962
TR_377,0x001DBE6C,SUSHI:USD,-82.10847207
TR_378,0x001896FE,DOGE:USD,-3719.490809
TR_379,0x0013412B,ETH:USD,0.2530836655
TR_380,0x0017EA29,DVF:USD,481.4390548
TR_381,0x0014B8E4,DVF:USD,716.44822
TR_382,0x0015164C,ETH:BTC,-1.503341021
TR_383,0x0010B6B7,SUSHI:USD,401.8985644
TR_384,0x001BA702,DVF:USD,-461.3130219
TR_385,0x001DA6A1,ETH:USD,0.3150346978
TR_386,0x000FB03C,DVF:USD,-421.5749428
TR_387,0x0010A794,DVF:USD,813.8912039
TR_388,0x001BE2B7,DVF:USD,-413.4090647
TR_389,0x00145422,DVF:ETH,-487.647802
TR_390,0x001BE759,DVF:ETH,557.3801281
TR_391,0x00111624,ETH:USD,-2.678333817
TR_392,0x0018CFDC,DVF:USD,-754.547951
TR_393,0x00151FC2,ETH:USD,3.181149378
TR_394,0x0014D26F,ETH:USD,0.8127882963
TR_395,0x00193670,DOGE:USD,3214.361491
TR_396,0x00146A4C,ETH:BTC,1.600479364
TR_397,0x001B6B0E,DVF:USD,-511.2332276
TR_398,0x001A6A0E,DVF:USD,-560.1354449
TR_399,0x001A6299,DOGE:USD,-3821.880172
TR_400,0x00185608,DVF:USD,-457.1248524
TR_401,0x001A7AFA,DVF:USD,565.1777664
TR_402,0x0018B01B,ETH:USD,-0.8742809202
TR_403,0x001B6A4C,BTC:USD,0.08610677585
TR_404,0x001582FC,ETH:BTC,0.9919505894
TR_405,0x001A084C,DVF:USD,-412.6945193
TR_406,0x001E2A27,ETH:BTC,1.208049462
TR_407,0x001918E8,DOGE:USD,-3477.133147
TR_408,0x00169B31,ETH:BTC,4.456689182
TR_409,0x00190B4A,DVF:ETH,514.4532483
TR_410,0x00175F70,ETH:USD,0.631139333
TR_411,0x000F8499,ETH:USD,1.198854656
TR_412,0x001428CB,DOGE:USD,-1622.467278
TR_413,0x001831B3,DVF:USD,-1967.093709
TR_414,0x001222BE,DVF:USD,163.3209157
TR_415,0x000F6161,ETH:BTC,-1.287810509
TR_416,0x00177BA2,SUSHI:USD,190.1272598
TR_417,0x001B061A,DVF:USD,2322.736311
TR_418,0x001CE75A,SUSHI:USD,93.03364622
TR_419,0x0010813F,SUSHI:USD,-414.7173097
TR_420,0x001869A8,DVF:USD,-2305.863251
TR_421,0x001E2A27,BTC:USD,0.07404700292
TR_422,0x0012D60D,SUSHI:USD,802.36082
TR_423,0x00199142,DVF:USD,571.3056976
TR_424,0x001A2597,DVF:ETH,-426.2377142
TR_425,0x001A79D2,ETH:BTC,0.9440632656
TR_426,0x0014A867,SUSHI:USD,186.1146897
TR_427,0x001A6704,SUSHI:USD,190.2613666
TR_428,0x0019A6D9,DVF:ETH,457.4407862
TR_429,0x00111624,DVF:USD,1945.218516
TR_430,0x001D96DC,SUSHI:USD,-231.7523794
TR_431,0x00131FC7,BTC:USD,0.07448018489
TR_432,0x0012F424,SUSHI:USD,-218.9901044
TR_433,0x000FA7E5,DVF:USD,558.8024473
TR_434,0x001C99AE,ETH:USD,2.654518996
TR_435,0x001C1556,DVF:USD,-172.3136089
TR_436,0x00104F18,SUSHI:USD,97.54052728
TR_437,0x00130D5C,DVF:USD,523.1314232
TR_438,0x001208F9,DVF:USD,-212.1561932
TR_439,0x000FA264,BTC:USD,-0.1395062511
TR_440,0x001A5B12,ETH:USD,-0.3024671944
TR_441,0x0013B094,DOGE:USD,-1539.051365
TR_442,0x001A618E,DVF:USD,576.3776112
TR_443,0x001E1BD4,DOGE:USD,856.6630422
TR_444,0x000F8499,SUSHI:USD,353.7367708
TR_445,0x00119ACE,DOGE:USD,1027.064295
TR_446,0x00118CEB,SUSHI:USD,887.944544
TR_447,0x001D5CF3,DVF:USD,-526.4434096
TR_448,0x00161222,DVF:ETH,807.6276598
TR_449,0x001B63FB,ETH:BTC,4.352371188
TR_450,0x001516B7,ETH:USD,0.7557844081
TR_451,0x001DBA01,DOGE:USD,3453.778187
TR_452,0x001208F9,DOGE:USD,379.8610975
TR_453,0x0017D4B9,DVF:ETH,732.7519088
TR_454,0x001A8A45,DVF:USD,560.9812171
TR_455,0x0011282F,DVF:USD,706.9786747
TR_456,0x001B52AD,DOGE:USD,-851.1441842
TR_457,0x001D6A73,BTC:USD,-0.3369195289
TR_458,0x00194D52,DOGE:USD,3560.544737
TR_459,0x000FB03C,DVF:ETH,547.3836721
TR_460,0x00193D0B,DVF:USD,214.5577162
TR_461,0x00116D71,ETH:BTC,1.332208917
TR_462,0x001965A3,ETH:USD,0.6508999869
TR_463,0x00116DB4,SUSHI:USD,-379.8231931
TR_464,0x001D1FCF,DOGE:USD,-3232.11387
TR_465,0x00121471,ETH:BTC,1.106335117
TR_466,0x0016DD90,DOGE:USD,1579.255946
TR_467,0x001B52AD,DVF:USD,-552.5853364
TR_468,0x000F5AE8,ETH:USD,-0.2547268916
TR_469,0x00171EA1,ETH:USD,-1.365219152
TR_470,0x001E61D6,ETH:USD,1.329975281
TR_471,0x0018800F,DVF:ETH,-2267.295341
TR_472,0x00108841,ETH:USD,0.8017788163
TR_473,0x001C2B1F,ETH:USD,0.6372493571
TR_474,0x000F4F28,DOGE:USD,3076.053902
TR_475,0x0012FD9F,DVF:USD,-812.5037458
TR_476,0x0019B1A3,SUSHI:USD,-235.5771399
TR_477,0x0017DA51,ETH:USD,0.6253928704
TR_478,0x001C6A5D,DVF:USD,-533.3205411
TR_479,0x00144991,DVF:USD,-510.8733263
TR_480,0x000FB188,DVF:USD,461.3553086
TR_481,0x001BF05B,SUSHI:USD,-221.74821
TR_482,0x0011953B,DOGE:USD,-853.0201259
TR_483,0x00116D71,DVF:USD,550.4777741
TR_484,0x001D3C28,ETH:USD,1.3365897
TR_485,0x00134C5C,ETH:USD,3.118519554
TR_486,0x0016B129,DVF:ETH,-171.3923954
TR_487,0x001870D3,ETH:USD,2.635493538
TR_488,0x0015683B,ETH:BTC,-1.242937619
TR_489,0x000F83E6,ETH:USD,-0.8779638104
TR_490,0x00130C6A,DVF:USD,415.4131995
TR_491,0x0016F92B,ETH:BTC,-4.499119036
TR_492,0x000F7161,DVF:USD,-218.2133927
TR_493,0x00103755,DOGE:USD,755.8914635
TR_494,0x0010A7CF,ETH:BTC,4.971853934
TR_495,0x00171EA1,DVF:ETH,806.4338016
TR_496,0x0015D50A,SUSHI:USD,-209.6545135
TR_497,0x00146487,DVF:USD,438.9276031
TR_498,0x000FB03C,DOGE:USD,-875.3463334
TR_499,0x00185883,SUSHI:USD,998.8920045
TR_500,0x0012E5AD,DVF:USD,-427.2343721
TR_501,0x0018C29C,DVF:USD,-2142.526567
TR_502,0x00164BB2,DVF:USD,-571.8663091
TR_503,0x00169A97,ETH:USD,3.010915916
TR_504,0x001C356E,DOGE:USD,-366.1168668
TR_505,0x00164FDA,DVF:USD,-181.1462414
TR_506,0x0018BB66,DVF:USD,473.0314827
TR_507,0x001B15D1,DVF:USD,179.8227642
TR_508,0x001B77C4,ETH:BTC,-1.160097868
TR_509,0x00193670,DVF:ETH,-1859.865433
TR_510,0x001A765D,ETH:USD,-0.3024037442
TR_511,0x001A6032,DVF:USD,-205.8282237
TR_512,0x00120E73,BTC:USD,0.07387574765
TR_513,0x001B9340,DOGE:USD,3587.147996
TR_514,0x0018D332,SUSHI:USD,-230.5628197
TR_515,0x00101DD2,SUSHI:USD,256.5571485
TR_516,0x0017C218,BTC:USD,-0.1349156025
TR_517,0x0019A6D9,BTC:USD,0.06558347931
TR_518,0x0015A2E4,ETH:USD,0.7010650152
TR_519,0x0011BE5C,ETH:USD,0.7849087505
TR_520,0x00164FDA,BTC:USD,-0.03062339888
TR_521,0x001D3C28,ETH:USD,1.316158779
TR_522,0x0014C9AB,DVF:USD,483.9036909
TR_523,0x00190B4A,BTC:USD,-0.07673887384
TR_524,0x000F5A26,DVF:USD,-1970.348567
